id,name,set_name,rarity,type,supertype,color,cost,might,tags,effect,flavor,promo,banned,errata,url
OGN-076a,Yasuo - Remorseful,Origins,Showcase,Unit,Champion,Calm,6,6,Yasuo; Ionia,"When I attack, deal damage equal to my Might to an enemy unit here.",“Is a leaf’s only purpose to fall?”,False,False,,https://riftbound.gg/cards/ogn-076a-yasuo-remorseful/
OGN-077,Zhonya's Hourglass,Origins,Rare,Gear,,Calm,2,,,"[Hidden] (Hide now for {Any Rune} to react with later for {0 Energy}.)
The next time a friendly unit would die, kill this instead. Recall that unit exhausted. (Send it to base. This isn't a move.)",,False,False,"[Hidden] (Hide now for {Any Rune} to react with later for {0 Energy}.)
If a friendly unit would die, kill this instead. Heal that unit, exhaust it, and recall it. (Send it to base. This isn't a move.)",https://riftbound.gg/cards/ogn-077-zhonyas-hourglass/
OGN-078,Lee Sin - Ascetic,Origins,Epic,Unit,Champion,Calm,5,5,Lee Sin; Ionia,"[Shield] (+1 {Might} while I'm a defender.)
{Exhaust}: Buff me. (I get a +1 {Might} buff.)
I can have any number of buffs.",“Let us see whose spirit is stronger.”,False,False,,https://riftbound.gg/cards/ogn-078-lee-sin-ascetic/
OGN-078-P,Lee Sin - Ascetic (Origins Release Event Promo),Origins,Epic,Unit,Champion,Calm,5,5,Lee Sin; Ionia,"[Shield]_ (+1 {Might} while I'm a defender.)_
{Exhaust}: Buff me. (I get a +1 {Might} buff.)
I can have any number of buffs.",,True,False,,https://riftbound.gg/cards/ogn-078-p-lee-sin-ascetic/
OGN-078a,Lee Sin - Ascetic,Origins,Showcase,Unit,Champion,Calm,5,5,Lee Sin; Ionia,"[Shield] (+1 {Might} while I'm a defender.)
{Exhaust}: Buff me. (I get a +1 {Might} buff.)
I can have any number of buffs.",“Let us see whose spirit is stronger.”,False,False,,https://riftbound.gg/cards/ogn-078a-lee-sin-ascetic/
OGN-079,Leona - Zealot,Origins,Epic,Unit,Champion,Calm,6,6,Leona; Mount Targon,"If an opponent's score is within 3 points of the Victory Score, I enter ready.
Stunned enemy units here have -8 {Might}, to a minimum of 1 {Might}.",“Feel the sun’s glory!”,False,False,,https://riftbound.gg/cards/ogn-079-leona-zealot/
OGN-079a,Leona - Zealot,Origins,Showcase,Unit,Champion,Calm,6,6,Leona; Mount Targon,"If an opponent's score is within 3 points of the Victory Score, I enter ready.
Stunned enemy units here have -8 {Might}, to a minimum of 1 {Might}.",“Feel the sun’s glory!”,False,False,,https://riftbound.gg/cards/ogn-079a-leona-zealot/
OGN-080,Mystic Reversal,Origins,Epic,Spell,,Calm,4,,,"[Reaction] (Play any time, even before spells and abilities resolve.)
Gain control of a spell. You may make new choices for it.","Good mages borrow, great mages steal.",False,False,,https://riftbound.gg/cards/ogn-080-mystic-reversal/
OGN-081,Seal of Focus,Origins,Epic,Gear,,Calm,,,,{Exhaust}: [Reaction] — [Add] {Calm Rune}. (Abilities that add resources can't be reacted to.),,False,False,,https://riftbound.gg/cards/ogn-081-seal-of-focus/
OGN-082,Whiteflame Protector,Origins,Epic,Unit,,Calm,8,8,Dragon; Mount Targon,"When you play me, give a unit +8 {Might} this turn.",A dragon is capable of nobility equal to its rage.,False,False,,https://riftbound.gg/cards/ogn-082-whiteflame-protector/
OGN-083,Consult the Past,Origins,Common,Spell,,Mind,4,,,"[Hidden] (Hide now for {Any Rune} to react with later for {0 Energy}.)
[Reaction] (Play any time, even before spells and abilities resolve.)
Draw 2.",,False,False,,https://riftbound.gg/cards/ogn-083-consult-the-past/
OGN-083-P,Consult the Past (Origins Nexus Night Promo),Origins,Common,Spell,,Mind,4,,,"[Hidden] (Hide now for {Any Rune} to react with later for {0 Energy}.)
[Reaction] (Play any time, even before spells and abilities resolve.)
Draw 2.",,True,False,,https://riftbound.gg/cards/ogn-083-p-consult-the-past/
OGN-084,Eager Apprentice,Origins,Common,Unit,,Mind,3,3,Piltover,"While I'm at a battlefield, the Energy costs for spells you play is reduced by {1 Energy}, to a minimum of {1 Energy}.","“As long as these thirty-seven things go right, it’ll work every time!”",False,False,,https://riftbound.gg/cards/ogn-084-eager-apprentice/
OGN-085,Falling Comet,Origins,Common,Spell,,Mind,5,,,"[Action] (Play on your turn or in showdowns.)
Deal 6 to a unit at a battlefield.",Just an everyday celestial event.,False,False,,https://riftbound.gg/cards/ogn-085-falling-comet/
OGN-086,Jeweled Colossus,Origins,Common,Unit,,Mind,5,5,Mount Targon,"[Vision] (When you play me, look at the top card of your Main Deck. You may recycle it.)
[Shield] (+1 {Might} while I'm a defender.)",,False,False,,https://riftbound.gg/cards/ogn-086-jeweled-colossus/
OGN-087,Lecturing Yordle,Origins,Common,Unit,,Mind,3,2,Yordle; Bandle City,"[Tank] (I must be assigned combat damage first.)
When you play me, draw 1.","""... poisonous, but I didn't know that at the time. You see ...""",False,False,,https://riftbound.gg/cards/ogn-087-lecturing-yordle/
OGN-088,Mega-Mech,Origins,Common,Unit,,Mind,7,8,Mech; Bandle City,,"Mech fights have two rules:  
One—No cheating.  
Two—Don’t get caught cheating.",False,False,,https://riftbound.gg/cards/ogn-088-mega-mech/
OGN-089,Mind Rune,Origins,Common,Rune,Basic,Mind,,,,,,False,False,,https://riftbound.gg/cards/ogn-089-mind-rune/
OGN-089a,Mind Rune,Origins,Showcase,Rune,Basic,Mind,,,,,,False,False,,https://riftbound.gg/cards/ogn-089a-mind-rune/
OGN-089b,Mind Rune (Origins Nexus Night Promo),Origins,Showcase,Rune,,Mind,,,,,,True,False,,https://riftbound.gg/cards/ogn-089b-mind-rune/
OGN-090,Orb of Regret,Origins,Common,Gear,,Mind,1,,,"{Exhaust}: Give a unit -1 {Might} this turn, to a minimum of 1 {Might}.","""There's beauty in even the most painful memories.""",False,False,,https://riftbound.gg/cards/ogn-090-orb-of-regret/
OGN-091,Pit Crew,Origins,Common,Unit,,Mind,3,3,Bandle City,"When you play a gear, ready me.",“GOOD ENOUGH LET’S GOOOOO!”,False,False,,https://riftbound.gg/cards/ogn-091-pit-crew/
OGN-092,Riptide Rex,Origins,Common,Unit,,Mind,6,6,Pirate; Bilgewater,"When you play me, deal 6 to an enemy unit at a battlefield.",“Rainin’ fire!”,False,False,,https://riftbound.gg/cards/ogn-092-riptide-rex/
OGN-092-P,Riptide Rex (Origins Nexus Night Promo),Origins,Common,Unit,,Mind,6,6,Pirate; Bilgewater,"When you play me, deal 6 to an enemy unit at a battlefield.",,True,False,,https://riftbound.gg/cards/ogn-092-p-riptide-rex/
OGN-093,Smoke Screen,Origins,Common,Spell,,Mind,2,,,"[Reaction] (Play any time, even before spells and abilities resolve.)
Give a unit -4 {Might} this turn, to a minimum of 1 {Might}.","“Well, well, well. What have we here?”",False,False,,https://riftbound.gg/cards/ogn-093-smoke-screen/
OGN-094,Sprite Call,Origins,Common,Spell,,Mind,3,,,"[Hidden] (Hide now for {Any Rune} to react with later for {0 Energy}.)
[Action] (Play on your turn or in showdowns.)
Play a ready 3 {Might} Sprite unit token with [Temporary]. (Kill it at the start of its controller's Beginning Phase, before scoring.)",,False,False,,https://riftbound.gg/cards/ogn-094-sprite-call/
OGN-095,Stupefy,Origins,Common,Spell,,Mind,1,,,"[Reaction] (Play any time, even before spells and abilities resolve.)
Give a unit -1 {Might} this turn, to a minimum of 1 {Might}. Draw 1.",It’s easier to outsmart an opponent with a concussion.,False,False,,https://riftbound.gg/cards/ogn-095-stupefy/
OGN-096,Watchful Sentry,Origins,Common,Unit,,Mind,2,1,Freljord,"[Deathknell] — Draw 1. (When I die, get the effect.)","He may never see home again. But because of him, that home still stands.",False,False,,https://riftbound.gg/cards/ogn-096-watchful-sentry/
OGN-097,Blastcone Fae,Origins,Uncommon,Unit,,Mind,2,2,Fae; Bandle City,"[Hidden] (Hide now for {Any Rune} to react with later for {0 Energy}.)
When you play me, give a unit -2 {Might} this turn, to a minimum of 1 {Might}.",,False,False,,https://riftbound.gg/cards/ogn-097-blastcone-fae/
OGN-098,Energy Conduit,Origins,Uncommon,Gear,,Mind,3,,,{Exhaust}: [Reaction] — [Add] {1 Energy}. (Abilities that add resources can't be reacted to.),"Whatever it does, it sure does a lot of it.",False,False,,https://riftbound.gg/cards/ogn-098-energy-conduit/
OGN-099,Garbage Grabber,Origins,Uncommon,Gear,,Mind,2,,,"Recycle 3 from your trash, {1 Energy}, {Exhaust}: Draw 1.",The constructs of the in-between feed on whatever gets lost in the portals—mostly keys and left socks.,False,False,,https://riftbound.gg/cards/ogn-099-garbage-grabber/
OGN-100,Gemcraft Seer,Origins,Uncommon,Unit,,Mind,3,3,Mount Targon,"[Vision] (When you play me, look at the top card of your Main Deck. You may recycle it.)
Other friendly units have [Vision].",The light changes with every reflection.,False,False,,https://riftbound.gg/cards/ogn-100-gemcraft-seer/
OGN-101,Mushroom Pouch,Origins,Uncommon,Gear,,Mind,2,,,"At the start of your Beginning Phase, if you control a facedown card at a battlefield, draw 1.","“A Bandle Scout is always prepared!”  
—Teemo",False,False,,https://riftbound.gg/cards/ogn-101-mushroom-pouch/
OGN-102,Portal Rescue,Origins,Uncommon,Spell,,Mind,3,,,"[Action] (Play on your turn or in showdowns.)
Banish a friendly unit, then play it to base, ignoring its cost.","“Where do the portals go? You know, I’ve never asked.” — Norra",False,False,"[Action] (Play on your turn or in showdowns.)
Banish a friendly unit, then its owner plays it to their base, ignoring its cost.",https://riftbound.gg/cards/ogn-102-portal-rescue/
OGN-103,Ravenbloom Student,Origins,Uncommon,Unit,,Mind,2,2,Noxus,"When you play a spell, give me +1 {Might} this turn.",A little knowledge is a dangerous thing. A lot of knowledge is awesome.,False,False,,https://riftbound.gg/cards/ogn-103-ravenbloom-student/
OGN-103-P,Ravenbloom Student (Origins Nexus Night Promo),Origins,Uncommon,Unit,,Mind,2,2,Noxus,"When you play a spell, give me +1 {Might} this turn.",,True,False,,https://riftbound.gg/cards/ogn-103-p-ravenbloom-student/
OGN-104,Retreat,Origins,Uncommon,Spell,,Mind,1,,,"[Reaction] (Play any time, even before spells and abilities resolve.)
Return a friendly unit to its owner's hand. Its owner channels 1 rune exhausted.",There’s always tomorrow.,False,False,,https://riftbound.gg/cards/ogn-104-retreat/
OGN-105,Singularity,Origins,Uncommon,Spell,,Mind,6,,,Deal 6 to each of up to two units.,"Two fates, very briefly intertwined.",False,False,,https://riftbound.gg/cards/ogn-105-singularity/
OGN-106,Sprite Mother,Origins,Uncommon,Unit,,Mind,4,3,Fae,"When you play me, play a ready 3 {Might} Sprite unit token with [Temporary] here. (Kill it at the start of its controller's Beginning Phase, before scoring.)","“Come, little ones.”",False,False,,https://riftbound.gg/cards/ogn-106-sprite-mother/
OGN-107,Ava Achiever,Origins,Rare,Unit,,Mind,5,4,Yordle,"When I attack, you may pay {Mind Rune} to play a card with [Hidden] from your hand here, ignoring its cost.",“I brought snacks!”,False,False,"When I attack, you may pay {Mind Rune} to play a card with [Hidden] from your hand, ignoring its cost. If it’s a unit, play it here.",https://riftbound.gg/cards/ogn-107-ava-achiever/
OGN-108,Convergent Mutation,Origins,Rare,Spell,,Mind,2,,,"[Reaction] (Play any time, even before spells and abilities resolve.)
Choose a friendly unit. This turn, increase its Might to the Might of another friendly unit.","“I don’t know, I think it’s kind of cute.”",False,False,"[Reaction] (Play any time, even before spells and abilities resolve.)
Choose a friendly unit. This turn, increase its Might to the Might of another friendly unit.",https://riftbound.gg/cards/ogn-108-convergent-mutation/
OGN-109,Dr. Mundo - Expert,Origins,Rare,Unit,Champion,Mind,8,6,Dr. Mundo; Zaun,"My Might is increased by the number of cards in your trash.
At the start of your Beginning Phase, recycle 3 from your trash.",“This not hurt a bit!”,False,False,,https://riftbound.gg/cards/ogn-109-dr-mundo-expert/
OGN-110,Ekko - Recurrent,Origins,Rare,Unit,Champion,Mind,5,5,Ekko; Zaun,"[Accelerate] (You may pay {1 Energy}{Mind Rune} as an additional cost to have me enter ready.)
[Deathknell] — Recycle me to ready your runes. (When I die, get the effect.)","""Time to start some trouble.""",False,False,,https://riftbound.gg/cards/ogn-110-ekko-recurrent/
OGN-111,Heimerdinger - Inventor,Origins,Rare,Unit,Champion,Mind,3,3,Yordle; Heimerdinger; Piltover,"I have all {Exhaust} abilities of all friendly legends, units, and gear.",“I do love a good conundrum.”,False,False,,https://riftbound.gg/cards/ogn-111-heimerdinger-inventor/
OGN-111-P,Heimerdinger - Inventor (Judge Promo),Origins,Rare,Unit,Champion,Mind,3,3,Yordle; Heimerdinger; Piltover,"I have all {Exhaust} abilities of all friendly legends, units, and gear.",,True,False,,https://riftbound.gg/cards/ogn-111-p-heimerdinger-inventor-judge/
OGN-111a,Heimerdinger - Inventor (Arcane Box Set Promo),Origins,Showcase,Unit,Champion,Mind,3,3,Yordle; Heimerdinger; Piltover,"I have all {Exhaust} abilities of all friendly legends, units, and gear.",,True,False,,https://riftbound.gg/cards/ogn-111a-heimerdinger-inventor/
OGN-112,Kai'Sa - Evolutionary,Origins,Rare,Unit,Champion,Mind,6,6,Kai'Sa; The Void,"[Ganking] (I can move from battlefield to battlefield.)
When I conquer, you may play a spell from your trash with Energy cost less than your points without paying its Energy cost. Then recycle it. (You must still pay its Power cost.)",,False,False,,https://riftbound.gg/cards/ogn-112-kaisa-evolutionary/
OGN-112a,Kai'Sa - Evolutionary,Origins,Showcase,Unit,Champion,Mind,6,6,Kai'Sa; The Void,"[Ganking] (I can move from battlefield to battlefield.)
When I conquer, you may play a spell from your trash with Energy cost less than your points without paying its Energy cost. Then recycle it. (You must still pay its Power cost.)",,False,False,,https://riftbound.gg/cards/ogn-112a-kaisa-evolutionary/
OGN-113,Malzahar - Fanatic,Origins,Rare,Unit,Champion,Mind,4,3,Malzahar; The Void,"Kill a friendly unit or gear, {Exhaust}: [Action] — [Add] {Any Rune}{Any Rune}. (Use on your turn or in showdowns. Abilities that add resources can't be reacted to.)",“We demand sacrifice.”,False,False,,https://riftbound.gg/cards/ogn-113-malzahar-fanatic/
OGN-114,Progress Day,Origins,Rare,Spell,,Mind,6,,,Draw 4.,"See the dreams of a thousand tomorrows, and at such a low price!",False,False,,https://riftbound.gg/cards/ogn-114-progress-day/
OGN-115,Promising Future,Origins,Rare,Spell,,Mind,5,,,"Each player looks at the top 5 cards of their Main Deck, chooses one, then recycles the rest. Starting with the next player, each player plays those cards, ignoring Energy costs. (They must still pay Power costs.)",,False,False,"Each player looks at the top 5 cards of their Main Deck, banishes one of them, then recycles the rest. Starting with the next player, each player plays those cards, ignoring Energy costs. (They must still pay Power costs.)",https://riftbound.gg/cards/ogn-115-promising-future/
OGN-116,Thousand-Tailed Watcher,Origins,Rare,Unit,,Mind,7,7,Ionia,"[Accelerate] (You may pay {1 Energy}{Mind Rune} as an additional cost to have me enter ready.)
When you play me, give enemy units -3 {Might} this turn, to a minimum of 1 {Might}.",You will know when you've pushed the wilds too far.,False,False,,https://riftbound.gg/cards/ogn-116-thousand-tailed-watcher/
OGN-117,Viktor - Innovator,Origins,Rare,Unit,Champion,Mind,4,3,Viktor; Zaun,"When you play a card on an opponent's turn, play a 1 {Might} Recruit unit token in your base.",“Join the glorious evolution.”,False,False,,https://riftbound.gg/cards/ogn-117-viktor-innovator/
OGN-117a,Viktor - Innovator,Origins,Showcase,Unit,Champion,Mind,4,3,Viktor; Zaun,"When you play a card on an opponent's turn, play a 1 {Might} Recruit unit token in your base.",“Join the glorious evolution.”,False,False,,https://riftbound.gg/cards/ogn-117a-viktor-innovator/
OGN-118,Wraith of Echoes,Origins,Rare,Unit,,Mind,6,5,Spirit; Shadow Isles,"The first time a friendly unit dies each turn, draw 1.",His friends are with him in spirit.,False,False,,https://riftbound.gg/cards/ogn-118-wraith-of-echoes/
OGN-119,Ahri - Inquisitive,Origins,Epic,Unit,Champion,Mind,3,3,Ahri; Ionia,"When I attack or defend, give an enemy unit here -2 {Might} this turn, to a minimum of 1 {Might}.",“The hunter and the hunted.”,False,False,,https://riftbound.gg/cards/ogn-119-ahri-inquisitive/
OGN-119a,Ahri - Inquisitive,Origins,Showcase,Unit,Champion,Mind,3,3,Ahri; Ionia,"When I attack or defend, give an enemy unit here -2 {Might} this turn, to a minimum of 1 {Might}.",“The hunter and the hunted.”,False,False,,https://riftbound.gg/cards/ogn-119a-ahri-inquisitive/
OGN-120,Seal of Insight,Origins,Epic,Gear,,Mind,,,,{Exhaust}: [Reaction] — [Add] {Mind Rune}. (Abilities that add resources can't be reacted to.),,False,False,,https://riftbound.gg/cards/ogn-120-seal-of-insight/
OGN-121,Teemo - Strategist,Origins,Epic,Unit,Champion,Mind,2,2,Yordle; Teemo; Bandle City,"[Hidden] (Hide now for {Any Rune} to react with later for {0 Energy}.)
When I defend or I'm played from [Hidden], reveal the top 5 cards of your Main Deck. Deal 1 to an enemy unit here for each card with [Hidden], then recycle them.",,False,False,"[Hidden] (Hide now for {Any Rune} to react with later for {0 Energy}.)
When I defend, choose an enemy unit here and reveal the top 5 cards of your Main Deck. Deal 1 to that unit for each card with [Hidden] revealed this way, then recycle the revealed cards.",https://riftbound.gg/cards/ogn-121-teemo-strategist/
